Loja;Cliente;Chave;Série;Documento;Emissão;Situação;Produto;Unid.;Qtde Unid.;Qtde;Valor unit.;Frete;Outros;Seguro;Desconto;CFOP;IPI;ICMS base;ICMS valor;ICMS ST base;ICMS ST valor;Valor do item;Valor
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;2729 - FARINHA MANDIOCA GRANFINO TORRADA 1KG;UN;1,00;1,00;5,90;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;5,90;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;3725 - NECTAR MAGUARY CAJU 1L;UN;1,00;1,00;4,34;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;4,34;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;4085 - CAFE PILAO E.FORTE POUCH 500G;UN;1,00;12,00;17,10;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;205,20;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;5115 - LEITE CONDENSADO PIRACANJUBA SEMIDES. 395G;UN;1,00;5,00;4,72;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;23,60;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;6307 - ARROZ BRANCO COMBRASIL 1KG;UN;1,00;1,00;4,73;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;4,73;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;6625 - MAIONESE HELLMANNS LIGHT 500G;UN;1,00;2,00;10,52;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;21,04;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;7276 - NATURAL TEA CHA HIBISCO/ROMA/GOJI BERRY 1L;UN;1,00;1,00;3,90;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;3,90;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;8801 - FUBA MIMOSO CAMPISTA 1KG;UN;1,00;9,00;3,20;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;28,80;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;9138 - BATATA PALHA EXTRAFINA YOKI 100G;UN;1,00;1,00;4,50;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;4,50;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;9251 - SAL CISNE 1KG;UN;1,00;2,00;2,75;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;5,50;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;9337 - ERVILHA GRANFINO 500G;UN;1,00;5,00;4,80;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;24,00;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;11006 - MILHO DE PIPOCA GRANFINO 500G;UN;1,00;8,00;3,50;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;28,00;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;12404 - MACARRAO BARILLA PENNE 500G;UN;1,00;1,00;4,29;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;4,29;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;12590 - QUEIJO PAR.RALAD.PRESIDENT 100G;UN;1,00;2,00;9,19;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;18,38;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;13320 - FARINHA DE TRIGO GRANFINO 1KG;UN;1,00;2,00;3,90;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;7,80;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;13358 - CAFE MELITTA E. FORTE POUCH 500G;UN;1,00;1,00;15,98;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;15,98;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;13756 - POLVILHO AZEDO GRANFINO 500G;UN;1,00;1,00;4,70;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;4,70;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;14145 - FARINHA DE MILHO FLOCAO COMBRASIL 500G;UN;1,00;5,00;2,24;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;11,20;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;14180 - ACHOCOLATADO EM PO TODDY 370G;UN;1,00;1,00;6,76;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;6,76;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;14373 - MACARRAO ADRIA SEMOLA ESPAG. 750G;UN;1,00;1,00;3,53;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;3,53;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;14650 - FUBA DE MILHO COMBRASIL 500G;UN;1,00;3,00;1,84;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;5,52;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;14975 - GRANULADO DORI COLORIDO 120G;UN;1,00;5,00;3,01;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;15,05;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;15062 - SAL ATLANTIS JASMINE 1KG;UN;1,00;1,00;6,37;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;6,37;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;15524 - BISC.PIRAQUE CR.CRACKER INT. 215G;UN;1,00;27,00;3,21;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;86,67;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;15525 - BISC.PIRAQUE CR.CRACKER GERG.215G;UN;1,00;1,00;3,21;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;3,21;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000017991002145270;200;000001799;27/12/2023;Efetivada;15985 - PIPOCA YOKI PREMIUM 400G;UN;1,00;2,00;4,44;0,00;0,00;0,00;0,00;5927;0,00;254,19;45,76;0,00;0,00;8,88;676,31
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;2340 - LINGUICA SUINA SADIA GUANABARA 500G;UN;1,00;3,00;15,33;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;45,99;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;3166 - SALSICHA HOT DOG SADIA 500G;UN;1,00;6,00;7,02;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;42,12;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;3340 - YAKISOBA SEARA 500G;UN;1,00;4,00;12,79;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;51,16;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;5734 - BACON EM FATIAS AURORA 250G;UN;1,00;4,00;11,92;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;47,68;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;9071 - CHIKENITOS FRANGO COM QUEIJO SEARA 300G;UN;1,00;1,00;7,67;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;7,67;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;9320 - SALSICHA HOT DOG PERDIGAO FRANGO 500G;UN;1,00;2,00;7,14;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;14,28;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;10712 - TORTA SADIA MASSA IOG. FRANGO/PALMITO 500G;UN;1,00;1,00;14,08;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;14,08;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;11877 - STEAK EMPANADO DE FRANGO 100G;UN;1,00;14,00;1,55;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;21,70;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;15507 - F. PEITO DE FRANGO C/ M. DE TOMATE AURORA 310G;UN;1,00;4,00;16,61;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;66,44;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;15908 - LING. SEARA CHIMICHURRI 600G;UN;1,00;4,00;8,75;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;35,00;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;15945 - SALSICHA DE PERU SADIA 500G;UN;1,00;1,00;7,59;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;7,59;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;15945 - SALSICHA DE PERU SADIA 500G;UN;1,00;9,00;7,59;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;68,31;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018011002146358;200;000001801;28/12/2023;Efetivada;15996 - LING.CALABRESA PIF PAF FINA 240G;UN;1,00;6,00;3,56;0,00;0,00;0,00;0,00;5927;0,00;83,20;14,98;0,00;0,00;21,36;465,33
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,08;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;2,97;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,10;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,61;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,12;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;4,32;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,18;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;6,51;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,19;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;6,72;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,20;35,38;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,08;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,10;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;2,13;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,12;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;2,71;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,15;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,42;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,16;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,64;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,17;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,73;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,22;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;4,88;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,34;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,50;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,54;22,19;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;12,07;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;1299 - Q. MINAS F. POUCO SAL SOL BRILHANTE KG;KG;1,00;0,40;29,00;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;11,66;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;1380 - Q. MINAS F. LIGHT SOL BRILHANTE KG;KG;1,00;0,36;29,00;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;10,32;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;4368 - QUEIJO MINAS CANASTRA SABOR DE MINAS KG;KG;1,00;0,40;42,80;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;17,03;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,10;14,93;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;1,52;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,13;14,93;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;1,97;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,18;14,93;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;2,63;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,20;22,30;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;4,41;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;11281 - AMENDOIM JAPONES TRAD. KG;KG;1,00;0,19;22,30;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;4,24;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;11983 - PEITO DE PERU PERDIGAO DEF. KG;KG;1,00;0,19;31,69;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;5,96;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,11;30,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,27;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,11;29,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,35;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,22;29,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;6,70;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,24;29,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,17;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,27;29,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;8,13;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,27;27,89;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,42;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,28;27,89;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,75;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,33;27,89;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;9,09;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16060 - AMENDOA LAMINADA KG;KG;1,00;0,14;58,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;8,13;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16060 - AMENDOA LAMINADA KG;KG;1,00;0,15;58,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;8,60;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16060 - AMENDOA LAMINADA KG;KG;1,00;0,15;58,90;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;8,95;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,11;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,25;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,14;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;3,87;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,22;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;6,27;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,28;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;7,86;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,30;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;8,55;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018031002148231;200;000001803;29/12/2023;Efetivada;16172 - QUEIJO PRATO BOM JARDIM KG;KG;1,00;0,32;28,49;0,00;0,00;0,00;0,00;5927;0,00;58,70;10,57;0,00;0,00;9,12;252,15
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,11;35,38;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;3,89;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,12;35,38;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,10;246,22
